ID	TW	CN	JP	CP950	CP936	GB2312	GBK
4587	4F86	6765	6765	4F86	6765	6765	6765
4588	6975	6781	6975	6975	6781	6781	6781
4589	6AEA	67A5		6AEA	67A5	67A5	67A5
4590	6AC3	67DC		6AC3	67DC	67DC	67DC
4591	6A89	67FD		6A89	67FD	67FD	67FD
4592	6A19	6807	6A19	6A19	6807	6807	6807
4593	68E7	6808	685F	68E7	6808	6808	6808
4594	68DF	680B	68DF	68DF	680B	680B	680B
4595	6AE8	680C		6AE8	680C	680C	680C
4596	6ADF	680E		6ADF	680E	680E	680E
4597	6ADD	691F		6ADD	691F	691F	691F
4598	6A9F	69DA		6A9F	69DA
4599	6AE7	69E0		6AE7	69E0	69E0	69E0
4600	6AD3	6A79		6AD3	6A79	6A79	6A79
4601	6B61	6B22	6B53	6B61	6B22	6B22	6B22
4602	6B9E	6B92		6B9E	6B92	6B92	6B92
4603	6583	6BD9		6583	6BD9	6BD9	6BD9
4604	6C23	6C14	6C17	6C23	6C14	6C14	6C14
4605	6C88	6C88	6C88	6C88	6C88	6C88	6C88
4606	6F1A	6CA4		6F1A	6CA4	6CA4	6CA4
4607	6E22	6CA8		6E22	6CA8
4608	7015	6FD2		7015	6FD2	6FD2	6FD2
4609	6FFC	6CFA		6FFC	6CFA	6CFA	6CFA
4610	7051	6D12		7051	6D12	6D12	6D12
4611	7AAA	6D3C		7AAA	6D3C	6D3C	6D3C
4612	6F87	6D9D		6F87	6D9D	6D9D	6D9D
4613	6DF6	6D9E		6DF6	6D9E	6D9E	6D9E
4614	6E26	6DA1	6E26	6E26	6DA1	6DA1	6DA1
4615	6F80	6DA9	6E0B	6F80	6DA9	6DA9	6DA9
4616	6FB1	6DC0		6FB1	6DC0	6DC0	6DC0
4617	7067	6EDF			6EDF	6EDF	6EDF
4618	6FEB	6EE5	6FEB	6FEB	6EE5	6EE5	6EE5
4619	6F13	6F13		6F13	6F13	6F13	6F13
4620	71C8	706F	706F	71C8	706F	706F	706F
4621	707D	707E	707D	707D	707E	707E	707E
4622	716C	7080		716C	7080	7080	7080
4623	7210	7089	7089	7210	7089	7089	7089
4624	7149	70BC		7149	70BC	70BC	70BC
4625	72F9	72ED	72ED	72F9	72ED	72ED	72ED
4626	736A	72EF		736A	72EF	72EF	72EF
4627	7489	740F		7489	740F	740F	740F
4628	66A2	7545		66A2	7545	7545	7545
4629	760D	75A1	760D	760D	75A1	75A1	75A1
4630	7670	75C8		7670	75C8	75C8	75C8
4631	7662	75D2		7662	75D2	75D2	75D2
4632	7649	7605		7649	7605	7605	7605
4633	762E	7606			7606
4634	766E	763E		766E	763E	763E	763E
4635	775E	7750		775E	7750	7750	7750
4636	77BC	7751		77BC	7751	7751	7751
4637	77EF	77EB	77EF	77EF	77EB	77EB	77EB
4638	7926	77FF		7926	77FF	77FF	77FF
4639	78B8	781C			781C	781C	781C
4640	78FD	7857		78FD	7857	7857	7857
4641	7995	794E		7995	794E
4642	79CB	79CB	79CB	79CB	79CB	79CB	79CB
4643	7A62	79FD		7A62	79FD	79FD	79FD
4644	7AB6	7AAD		7AB6	7AAD	7AAD	7AAD
4645	7B8B	7B3A	7B8B	7B8B	7B3A	7B3A	7B3A
4646	7BCB	7BA7		7BCB	7BA7	7BA7	7BA7
4647	7C43	7BEE		7C43	7BEE	7BEE	7BEE
4648	7C6C	7BF1		7C6C	7BF1	7BF1	7BF1
4649	7CF9	7E9F			7E9F	7E9F	7E9F
4650	7D06	7EA1		7D06	7EA1	7EA1	7EA1
4651	7D0D	7EB3	7D0D	7D0D	7EB3	7EB3	7EB3
4652	7D1D	7EB4		7D1D	7EB4
4653	7D13	7EBE		7D13	7EBE	7EBE	7EBE
4654	7D31	7EC2		7D31	7EC2	7EC2	7EC2
4655	7D5D	7ED4			7ED4	7ED4	7ED4
4656	7D70	7ED6		7D70	7ED6
4657	7E6A	7ED8	7D75	7E6A	7ED8	7ED8	7ED8
4658	7D89	7EE3			7EE3	7EE3	7EE3
4659	7D8F	7EE5		7D8F	7EE5	7EE5	7EE5
4660	7E27	7EE6			7EE6	7EE6	7EE6
4661	7E8C	7EED	7D9A	7E8C	7EED	7EED	7EED
4662	7DA2	7EF8		7DA2	7EF8	7EF8	7EF8
4663	7E37	7F15		7E37	7F15	7F15	7F15
4664	7DE3	7F18	7E01	7DE3	7F18	7F18	7F18
4665	7E17	7F1E		7E17	7F1E
4666	7E46	7F2A		7E46	7F2A	7F2A	7F2A
4667	7E45	7F2B		7E45	7F2B	7F2B	7F2B
4668	7E70	7F32	7E70	7E70	7F32	7F32	7F32
4669	7F4C	7F42		7F4C	7F42	7F42	7F42
4670	7F88	7F81		7F88	7F81	7F81	7F81
4671	81BD	80C6	80C6	81BD	80C6	80C6	80C6
4672	52DD	80DC	52DD	52DD	80DC	80DC	80DC
4673	81A0	80F6		81A0	80F6	80F6	80F6
4674	81BE	810D		81BE	810D	810D	810D
4675	81C9	8138		81C9	8138	8138	8138
4676	81CF	8191		81CF	8191	8191	8191
4677	8259	8231		8259	8231	8231	8231
4678	826B	823B		826B	823B	823B	823B
4679	8277	8273	8276	8277	8273	8273	8273
4680	85DD	827A	82B8	85DD	827A	827A	827A
4681	858C	8297		858C	8297	8297	8297
4682	84BC	82CD		84BC	82CD	82CD	82CD
4683	860B	82F9		860B	82F9	82F9	82F9
4684	7162	8315		7162	8315	8315	8315
4685	7E6D	8327	7E6D	7E6D	8327	8327	8327
4686	85A6	8350	85A6	85A6	8350	8350	8350
4687	8569	8361		8569	8361	8361	8361
4688	840A	83B1		840A	83B1	83B1	83B1
4689	84EE	83B2		84EE	83B2	83B2	83B2
4690	8600	841A		8600	841A
4691	85CD	84DD	85CD	85CD	84DD	84DD	84DD
4692	860A	8574		860A	8574	8574	8574
4693	87E3	866E		87E3	866E	866E	866E
4694	8806	867F		8806	867F	867F	867F
4695	8836	8695	8695	8836	8695	8695	8695
4696	883B	86EE	86EE	883B	86EE	86EE	86EE
4697	87EC	8749		87EC	8749	8749	8749
4698	87CE	87A8			87A8	87A8	87A8
4699	88CA	8885		88CA	8885	8885	8885
4700	895D	88E3		895D	88E3	88E3	88E3
4701	8932	88E4		8932	88E4	88E4	88E4
4702	8938	891B		8938	891B	891B	891B
4703	8964	8934		8964	8934	8934	8934
4704	898E	89C3			89C3
4705	8998	89C7		8998	89C7	89C7	89C7
4706	89BF	89CC		89BF	89CC	89CC	89CC
4707	89AF	89CF		89AF	89CF	89CF	89CF
4708	8A4E	8BB5		8A4E	8BB5	8BB5	8BB5
4709	8B49	8BC1	8A3C	8B49	8BC1	8BC1	8BC1
4710	8A36	8BC3		8A36	8BC3	8BC3	8BC3
4711	8A84	8BD4		8A84	8BD4	8BD4	8BD4
4712	8A66	8BD5	8A66	8A66	8BD5	8BD5	8BD5
4713	8A95	8BDE	8A95	8A95	8BDE	8BDE	8BDE
4714	8A6B	8BE7		8A6B	8BE7	8BE7	8BE7
4715	8A9A	8BEE		8A9A	8BEE	8BEE	8BEE
4716	8A92	8BF6		8A92	8BF6	8BF6	8BF6
4717	8AD2	8C05		8AD2	8C05	8C05	8C05
4718	8AF6	8C0C		8AF6	8C0C	8C0C	8C0C
4719	8AEB	8C0F		8AEB	8C0F	8C0F	8C0F
4720	8AED	8C15	8AED	8AED	8C15	8C15	8C15
4721	8AFC	8C16		8AFC	8C16	8C16	8C16
4722	8AEE	8C18	8AEE	8AEE	8C18	8C18	8C18
4723	8AFA	8C1A		8AFA	8C1A	8C1A	8C1A
4724	8ADD	8C1E		8ADD	8C1E
4725	8B1A	8C25		8B1A	8C25	8C25	8C25
4726	8B19	8C26	8B19	8B19	8C26	8C26	8C26
4727	8B3E	8C29		8B3E	8C29	8C29	8C29
4728	8B56	8C2E		8B56	8C2E	8C2E	8C2E
4729	8B59	8C2F		8B59	8C2F	8C2F	8C2F
4730	8B9E	8C33		8B9E	8C33	8C33	8C33
4731	8CAB	8D2F	8CAB	8CAB	8D2F	8D2F	8D2F
4732	8CC3	8D41	8CC3	8CC3	8D41	8D41	8D41
4733	8D10	8D46		8D10	8D46	8D46	8D46
4734	8CE1	8D53		8CE1	8D53	8D53	8D53
4735	8CE7	8D55		8CE7	8D55	8D55	8D55
4736	8D0F	8D62		8D0F	8D62	8D62	8D62
4737	8E89	8DB8		8E89	8DB8	8DB8	8DB8
4738	8E8D	8DC3	8E8D	8E8D	8DC3	8DC3	8DC3
4739	8E4C	8DC4		8E4C	8DC4	8DC4	8DC4
4740	8E7A	8DF7		8E7A	8DF7	8DF7	8DF7
4741	8E93	8E2C		8E93	8E2C	8E2C	8E2C
4742	8E91	8E2F		8E91	8E2F	8E2F	8E2F
4743	8EA6	8E9C		8EA6	8E9C	8E9C	8E9C
4744	8F5F	8F70		8F5F	8F70	8F70	8F70
4745	8F64	8F73		8F64	8F73	8F73	8F73
4746	8F62	8F79		8F62	8F79	8F79	8F79
4747	8EFE	8F7C		8EFE	8F7C	8F7C	8F7C
4748	8F03	8F83	8F03	8F03	8F83	8F83	8F83
4749	8F14	8F85		8F14	8F85	8F85	8F85
4750	8F1D	8F89	8F1D	8F1D	8F89	8F89	8F89
4751	908A	8FB9	8FBA	908A	8FB9	8FB9	8FB9
4752	9054	8FBE	9054	9054	8FBE	8FBE	8FBE
4753	9077	8FC1	9077	9077	8FC1	8FC1	8FC1
4754	904E	8FC7	904E	904E	8FC7	8FC7	8FC7
4755	9072	8FDF	9045	9072	8FDF	8FDF	8FDF
4756	8DE1	8FF9	8DE1	8DE1	8FF9	8FF9	8FF9
4757	9069	9002	9069	9069	9002	9002	9002
4758	91CB	91CA	91C8	91CB	91CA	91CA	91CA
4759	9452	9274		9452	9274	9274	9274
4760	91D2	9485			9485	9485	9485
4761	91D3	9486		91D3	9486	9486	9486
4762	91DD	9488	91DD	91DD	9488	9488	9488
4763	91D8	9489		91D8	9489	9489	9489
4764	91D9	948B		91D9	948B	948B	948B
4765	91FA	948E			948E	948E	948E
4766	9264	94A9		9264	94A9	94A9	94A9
4767	9257	94B3		9257	94B3	94B3	94B3
4768	9237	94B4		9237	94B4	94B4	94B4
4769	9233	94B6		9233	94B6	94B6	94B6
4770	925E	94BA		925E	94BA	94BA	94BA
4771	923E	94C0		923E	94C0	94C0	94C0
4772	9435	94C1	9244	9435	94C1	94C1	94C1
4773	9248	94CA		9248	94CA	94CA	94CA
4774	93DF	94F2		93DF	94F2	94F2	94F2
4775	9280	94F6	9280	9280	94F6	94F6	94F6
4776	8216	94FA	8217	8216	94FA	94FA	94FA
4777	9396	9501	9396	9396	9501	9501	9501
4778	92E8	9507		92E8	9507	9507	9507
4779	92B9	9508		92B9	9508	9508	9508
4780	92BC	9509		92BC	9509	9509	9509
4781	9427	950F			950F	950F	950F
4782	9312	9515		9312	9515	9515	9515
4783	932F	9519	932F	932F	9519	9519	9519
4784	9384	953F			953F	953F	953F
4785	93A1	9543		93A1	9543
4786	9477	954A		9477	954A	954A	954A
4787	93BF	954E			954E	954E	954E
4788	93A6	954F		93A6	954F	954F	954F
4789	93F0	955A			955A
4790	93C3	955E		93C3	955E	955E	955E
4791	9465	9565			9565	9565	9565
4792	9413	9566		9413	9566	9566	9566
4793	9419	956B		9419	956B	956B	956B
4794	9436	956E		9436	956E
4795	9432	956F		9432	956F	956F	956F
4796	942E	9570		942E	9570	9570	9570
4797	9463	9573		9463	9573	9573	9573
4798	9591	95F2	9591	9591	95F2	95F2	95F2
4799	95A3	9601	95A3	95A3	9601	9601	9601
4800	95B1	9605	95B2	95B1	9605	9605	9605
4801	95D4	9616		95D4	9616	9616	9616
4802	9695	9668		9695	9668	9668	9668
4803	9678	9646	9678	9678	9646	9646	9646
4804	8B8E	96E0		8B8E	96E0	96E0	96E0
4805	97CC	97E7		97CC	97E7	97E7	97E7
4806	97DC	97EC		97DC	97EC	97EC	97EC
4807	980F	9883		980F	9883	9883	9883
4808	981C	988C		981C	988C	988C	988C
4809	983B	9891	983B	983B	9891	9891	9891
4810	9837	9894		9837	9894	9894	9894
4811	9846	9897		9846	9897	9897	9897
4812	98C4	98D8		98C4	98D8	98D8	98D8
4813	98DB	98DE	98DB	98DB	98DE	98DE	98DE
4814	98E5	9966		98E5	9966
4815	993C	9969		993C	9969	9969	9969
4816	98F2	996E	98F2	98F2	996E	996E	996E
4817	990F	997B			997B
4818	9937	9987			9987	9987	9987
4819	994B	9988		994B	9988	9988	9988
4820	9948	9990		9948	9990	9990	9990
4821	995F	9995		995F	9995	9995	9995
4822	9A36	9A7A		9A36	9A7A	9A7A	9A7A
4823	9A5B	9A7F	99C5	9A5B	9A7F	9A7F	9A7F
4824	9A5F	9AA4		9A5F	9AA4	9AA4	9AA4
4825	9AD5	9ACC		9AD5	9ACC	9ACC	9ACC
4826	9B81	9C85			9C85	9C85	9C85
4827	9C02	9C97			9C97
4828	9C60	9C99		9C60	9C99
4829	9BAE	9C9C	9BAE	9BAE	9C9C	9C9C	9C9C
4830	9BE4	9CB2		9BE4	9CB2	9CB2	9CB2
4831	9C0D	9CC5		9C0D	9CC5	9CC5	9CC5
4832	9C25	9CCF		9C25	9CCF	9CCF	9CCF
4833	9C54	9CDD		9C54	9CDD	9CDD	9CDD
4834	9C63	9CE3		9C63	9CE3
4835	9D09	9E26		9D09	9E26	9E26	9E26
4836	9DF3	9E47		9DF3	9E47	9E47	9E47
4837	53C3	53C2	53C2	53C3	53C2	53C2	53C2
4838	8CB3	8D30	5F10	8CB3	8D30	8D30	8D30
4839	507D	4F2A	507D	507D	4F2A	4F2A	4F2A
4840	50D1	4FA8		50D1	4FA8	4FA8	4FA8
4841	605F	5FF7		605F	5FF7
4842	5147	5147		5147	5147		5147
4843	51F6	51F6	51F6	51F6	51F6	51F6	51F6
4844	524B	524B		524B	524B
4845	514B	514B	514B	514B	514B	514B	514B
4846	5442	5442	5442	5442	5442		5442
4847	8182	8182		8182	8182	8182	8182
4848	9914	9914		9914	9914		9914
4849	54FA	54FA	54FA	54FA	54FA	54FA	54FA
4850	5556	5556		5556	5556	5556	5556
4851	56E4	56E4		56E4	56E4	56E4	56E4
4852	5C6F	5C6F	5C6F	5C6F	5C6F	5C6F	5C6F
4853	5B43	5B22	5B22	5B43	5B22
4854	5A18	5A18	5A18	5A18	5A18	5A18	5A18
4855	5C40	5C40	5C40	5C40	5C40	5C40	5C40
4856	4FB7	4FB7		4FB7	4FB7		4FB7
4857	5CB3	5CB3	5CB3	5CB3	5CB3	5CB3	5CB3
4858	5E33	5E10	5E33	5E33	5E10	5E10	5E10
4859	8CEC	8D26		8CEC	8D26	8D26	8D26
4860	5E7E	5E7E	5E7E	5E7E	5E7E		5E7E
4861	51E0	51E0		51E0	51E0	51E0	51E0
4862	5EC1	5395		5EC1	5395	5395	5395
4863	5F8C	5F8C	5F8C	5F8C	5F8C	5F8C	5F8C
4864	540E	540E	540E	540E	540E	540E	540E
4865	61FE	6151		61FE	6151	6151	6151
4866	64CA	51FB	6483	64CA	51FB	51FB	51FB
4867	64FA	6446		64FA	6446	6446	6446
4868	896C	896C		896C	896C		896C
4869	651D	6444	6442	651D	6444	6444	6444
4870	65CB	65CB	65CB	65CB	65CB	65CB	65CB
4871	76C3	76C3		76C3	76C3		76C3
4872	676F	676F	676F	676F	676F	676F	676F
4873	7881	7881	7881	7881	7881		7881
4874	68CB	68CB	68CB	68CB	68CB	68CB	68CB
4875	6A23	6837	69D8	6A23	6837	6837	6837
4876	6A47	6A47		6A47	6A47	6A47	6A47
4877	97BD	9792			9792	9792	9792
4878	6B23	6B23		6B23	6B23	6B23	6B23
4879	8A22	4723		8A22	8A22		4723
4880	6B78	5F52	5E30	6B78	5F52	5F52	5F52
4881	7688	7688		7688	7688	7688	7688
4882	6BBC	58F3	6BBB	6BBC	58F3	58F3	58F3
4883	6CC4	6CC4		6CC4	6CC4	6CC4	6CC4
4884	6D29	6D29		6D29	6D29		6D29
4885	6E96	51D6	6E96	6E96	51D6
4886	51C6	51C6	51C6	51C6	51C6	51C6	51C6
4887	7076	7076		7076	7076	7076	7076
4888	7522	4EA7	7523	7522	4EA7	4EA7	4EA7
4889	756B	753B	753B	756B	753B	753B	753B
4890	5283	5212		5283	5212	5212	5212
4891	77AD	77AD	77AD	77AD	77AD		77AD
4892	4E86	4E86	4E86	4E86	4E86	4E86	4E86
4893	7947	7947		7947	7947		7947
4894	7A69	7A33	7A4F	7A69	7A33	7A33	7A33
4895	7BC4	7BC4	7BC4	7BC4	7BC4		7BC4
4896	8303	8303		8303	8303	8303	8303
4897	7E8D	7D6B		7E8D	7D6B
4898	7D2F	7D2F	7D2F	7D2F	7D2F	7D2F	7D2F
4899	7D55	7EDD	7D76	7D55	7EDD	7EDD	7EDD
4900	7DFB	7DFB	7DFB	7DFB	7DFB		7DFB
4901	81F4	81F4	81F4	81F4	81F4	81F4	81F4
4902	7E43	7EF7		7E43	7EF7	7EF7	7EF7
4903	7F3D	94B5	9262	7F3D	94B5	94B5	94B5
4905	4FEE	4FEE	4FEE	4FEE	4FEE	4FEE	4FEE
4906	87CB	87CB		87CB	87CB	87CB	87CB
4907	8785	8785		8785	8785	8785	8785
4908	8607	82CF		8607	82CF	82CF	82CF
4909	5629	54D7		5629	54D7	54D7	54D7
4910	8B41	8B41		8B41	8B41		8B41
4911	8C4E	7AD6		8C4E	7AD6	7AD6	7AD6
4912	5768	5768		5768	5768	5768	5768
4913	9640	9640		9640	9640	9640	9640
4914	96DE	9E21	9D8F	96DE	9E21	9E21	9E21
4915	9951	9965	98E2	9951	9965	9965	9965
4916	9E79	9E79		9E79	9E79
4917	54B8	54B8		54B8	54B8	54B8	54B8
4918	9EBB	9EBB	9EBB	9EBB	9EBB	9EBB	9EBB
4919	8534	8534			8534		8534
4920	9E7C	7877		9E7C	7877	7877	7877
4921	9EDE	70B9	70B9	9EDE	70B9	70B9	70B9
4922	9B8E	9C87			9C87	9C87	9C87
4923	9BF0	9CB6		9BF0	9CB6	9CB6	9CB6
4924	9EF4	9EF4		9EF4	9EF4		9EF4
4925	9709	9709		9709	9709	9709	9709
4926	8D13	8D43		8D13	8D43	8D43	8D43
4927	9AD2	9AD2		9AD2	9AD2		9AD2
4928	81DF	810F	81D3	81DF	810F	810F	810F
4929	932B	9521		932B	9521	9521	9521
4930	935A	9496		935A	9496
4931	4E91	4E91		4E91	4E91	4E91	4E91
4932	96F2	4E91	96F2	96F2	96F2		96F2
4933	549A	549A		549A	549A	549A	549A
4934	51AC	51AC	51AC	51AC	51AC	51AC	51AC
4935	51FA	51FA	51FA	51FA	51FA	51FA	51FA
4936	9F63	9F63		9F63	9F63		9F63
4937	9F5C	9F87		9F5C	9F87	9F87	9F87
4938	9F66	9F88		9F66	9F88	9F88	9F88
4939	665E	665E		665E	665E		665E
4940	70EF	70EF		70EF	70EF	70EF	70EF
4941	802E	8022			8022	8022	8022
4942	6A6F	6A6F		6A6F	6A6F		6A6F
4943	6B1E	68C2		6B1E	68C2	68C2	68C2
4944	7032	6F4B		7032	6F4B	6F4B	6F4B
4945	7032	6F4B		7032	6F4B	6F4B	6F4B
4946	71FE	7118		71FE	7118	7118	7118
4947	7E94	7E94		7E94	7E94		7E94
4948	624D	624D	624D	624D	624D	624D	624D
4949	8810	86F4		8810	86F4	86F4	86F4
4950	8E8B	8DFB		8E8B	8DFB	8DFB	8DFB
4951	942B	954C		942B	954C	954C	954C
4952	9B2E	9604		9B2E	9604	9604	9604
4953	9BD7	9C9E		9BD7	9C9E	9C9E	9C9E
4954	9C2E	9CC1			9CC1
4955	4E26	5E76	4E26	4E26	5E76	5E76	5E76
4957	5E79	5E79	5E79	5E79	5E79
4958	4E7E	4E7E	4E7E	4E7E	4E7E	4E7E	4E7E
4959	5E72	5E72	5E72	5E72	5E72	5E72	5E72
4960	4FC2	4FC2	4FC2	4FC2	4FC2		4FC2
4961	7CFB	7CFB	7CFB	7CFB	7CFB	7CFB	7CFB
4962	7E6B	7E6B		7E6B	7E6B		7E6B
4963	5118	4FAD		5118	4FAD
4964	76E1	5C3D	5C3D	76E1	5C3D	5C3D	5C3D
4965	5F59	5F59	5F59	5F59	5F59		5F59
4966	532F	6C47		532F	6C47	6C47	6C47
4967	6AAF	67B1		6AAF	67B1
4968	53F0	53F0	53F0	53F0	53F0	53F0	53F0
4970	81FA	81FA	53F0	81FA	81FA		81FA
4971	96BB	96BB	96BB	96BB	96BB		96BB
4972	53EA	53EA		53EA	53EA	53EA	53EA
4973	57F4	57F4		57F4	57F4	57F4	57F4
4974	8879	8879		8879	8879		8879
4975	5679	5679		5679	5679		5679
4976	7576	5F53	5F53	7576	5F53	5F53	5F53
4977	5718	56E2	56E3	5718	56E2	56E2	56E2
4978	7CF0	7CF0		7CF0	7CF0		7CF0
4979	58C7	575B	58C7	58C7	575B	575B	575B
4980	7F48	7F48		7F48	7F48
4981	63A1	63A1	63A1	63A1	63A1		63A1
4982	91C7	91C7	91C7	91C7	91C7	91C7	91C7
4983	91C6	91C6		91C6	91C6		91C6
4984	5641	5641		5641	5641
4985	60E1	6076	60AA	60E1	6076	6076	6076
4986	5386	5386			5386	5386	5386
4987	6B77	6B77	6B74	6B77	6B77
4988	66C6	66C6	66A6	66C6	66C6
4989	9B06	9B06		9B06	9B06
4990	677E	677E	677E	677E	677E	677E	677E
4991	885D	885D	885D	885D	885D		885D
4992	6C96	51B2	6C96	6C96	51B2	51B2	51B2
4993	7372	83B7	7372	7372	83B7	83B7	83B7
4994	7A6B	7A6B	7A6B	7A6B	7A6B		7A6B
4995	53D1	53D1			53D1	53D1	53D1
4996	767C	767C	767A	767C	767C
4997	9AEE	9AEE	9AEA	9AEE	9AEE
4998	8499	8499		8499	8499	8499	8499
4999	61DE	61DE		61DE	61DE		61DE
5000	77C7	77C7		77C7	77C7		77C7
5001	7C3D	7B7E		7C3D	7B7E	7B7E	7B7E
5002	7C64	7C56		7C64	7C56
5003	9B0D	9B0D		9B0D	9B0D		9B0D
5004	80E1	80E1		80E1	80E1	80E1	80E1
5005	992C	992C		992C	992C		992C
5006	7CCA	7CCA		7CCA	7CCA	7CCA	7CCA
5007	7EA4	7EA4			7EA4	7EA4	7EA4
5008	7E96	7E4A	7E4A	7E96	7E4A
5009	7E34	7E34		7E34	7E34		7E34
5010	8F9F	8F9F		8F9F	8F9F	8F9F	8F9F
5011	95E2	95E2		95E2	95E2		95E2
5012	97C1	7F30		97C1	7F30	7F30	7F30
5013	9B1A	9B1A		9B1A	9B1A		9B1A
5014	9808	987B	9808	9808	987B	987B	987B
5015	9C77	9CC4		9C77	9CC4	9CC4	9CC4
5016	84F4	83BC		84F4	83BC	83BC	83BC
5017	6A11	6A11		6A11	6A11		6A11
5018	6881	6881		6881	6881	6881	6881
5019	8D17	8D5D		8D17	8D5D	8D5D	8D5D
5020	763A	7618		763A	7618	7618	7618
5021	5225	522B	5225	5225	522B	522B	522B
5022	5F46	5F46		5F46	5F46		5F46
5023	7159	70DF	7159	7159	70DF	70DF	70DF
5024	83F8	83F8		83F8	83F8	83F8	83F8
5025	4E11	4E11		4E11	4E11	4E11	4E11
5026	919C	919C	919C	919C	919C		919C
5027	4E48	4E48		4E48	4E48	4E48	4E48
5028	9EBC	9EBC		9EBC	9EBC		9EBC
5029	4E8E	4E8E		4E8E	4E8E	4E8E	4E8E
5030	65BC	65BC		65BC	65BC	65BC	65BC
5031	4EC6	4EC6		4EC6	4EC6	4EC6	4EC6
5032	50D5	50D5	50D5	50D5	50D5		50D5
5033	5100	4EEA	5100	5100	4EEA	4EEA	4EEA
5034	4F59	4F59	4F59	4F59	4F59	4F59	4F59
5035	9918	9918		9918	9918		9918
5036	85C9	85C9		85C9	85C9	85C9	85C9
5037	501F	501F	501F	501F	501F	501F	501F
5038	98B3	98B3		98B3	98B3		98B3
5039	522E	522E		522E	522E	522E	522E
5040	5236	5236	5236	5236	5236	5236	5236
5041	88FD	88FD	88FD	88FD	88FD		88FD
5042	5343	5343	5343	5343	5343	5343	5343
5043	97C6	97C6		97C6	97C6		97C6
5044	535C	535C		535C	535C	535C	535C
5045	8514	8514		8514	8514		8514
5046	9E75	5364		9E75	5364	5364	5364
5047	6EF7	6EF7		6EF7	6EF7		6EF7
5048	5377	5377	5DFB	5377	5377	5377	5377
5049	6372	6372		6372	6372		6372
5050	98B1	98B1	53F0	98B1	98B1		98B1
5051	5401	5401		5401	5401	5401	5401
5052	7C72	7C72		7C72	7C72		7C72
5053	5408	5408	5408	5408	5408	5408	5408
5054	5411	5411	5411	5411	5411	5411	5411
5055	56AE	56AE		56AE	56AE		56AE
5056	56DE	56DE	56DE	56DE	56DE	56DE	56DE
5057	8FF4	8FF4		8FF4	8FF4		8FF4
5058	56F0	56F0	56F0	56F0	56F0	56F0	56F0
5059	774F	56F0		774F	774F		774F
5060	590D	590D		590D	590D	590D	590D
5061	5FA9	5FA9	5FA9	5FA9	5FA9		5FA9
5062	8907	8907	8907	8907	8907		8907
5063	66F2	66F2	66F2	66F2	66F2	66F2	66F2
5064	9EAF	9EAF			9EAF		9EAF
5065	734E	5956	5968	734E	5956	5956	5956
5066	50A2	50A2		50A2	50A2		50A2
5067	5BB6	5BB6	5BB6	5BB6	5BB6	5BB6	5BB6
5068	5F4C	5F25	5F25	5F4C	5F25	5F25	5F25
5069	5F81	5F81	5F81	5F81	5F81	5F81	5F81
5070	5FB5	5FB5	5FB4	5FB5	5FB5	5FB5	5FB5
5071	5FA1	5FA1	5FA1	5FA1	5FA1	5FA1	5FA1
5072	79A6	5FA1		79A6	79A6		79A6
5073	90C1	90C1		90C1	90C1	90C1	90C1
5074	9B31	90C1	9B31	9B31	9B31	9B31
5075	6597	6597	6597	6597	6597	6597	6597
5076	9B25	9B25	95D8	9B25	9B25
5077	949F	949F			949F	949F	949F
5078	937E	937E		937E	937E		937E
5079	9418	9418	9418	9418	9418		9418
5080	6A38	6A38		6A38	6A38		6A38
5081	6734	6734	6734	6734	6734	6734	6734
5082	74BD	73BA	74BD	74BD	73BA	73BA	73BA
5083	820D	820D		820D	820D	820D	820D
5084	6368	6368	6368	6368	6368		6368
5085	884A	884A		884A	884A		884A
5086	8511	8511	8511	8511	8511	8511	8511
5087	87F2	87F2	866B	87F2	87F2		87F2
5088	866B	866B	866B	866B	866B	866B	866B
5089	8868	8868	8868	8868	8868	8868	8868
5090	9336	9336		9336	9336		9336
5091	8B20	8C23	8B21	8B20	8C23	8C23	8C23
5092	92B3	9510	92ED	92B3	9510	9510	9510
5093	9839	9893		9839	9893	9893	9893
5094	9762	9762	9762	9762	9762	9762	9762
5095	9EB5	9EB5	9EBA	9EB5	9EB5		9EB5
5096	91CC	91CC	91CC	91CC	91CC	91CC	91CC
5097	88E1	88E1	88CF	88E1	88E1
5098	8C37	8C37	8C37	8C37	8C37	8C37	8C37
5099	6996	6996		6996	6996		6996
5100	5FFB	5FFB		5FFB	5FFB	5FFB	5FFB
5101	5958	5958		5958	5958	5958	5958
5102	8129	8129		8129	8129		8129
5103	6FDB	6FDB		6FDB	6FDB		6FDB
5104	7030	7030		7030	7030		7030
5105	93C7	93C7		93C7	93C7		93C7
5106	6BAD	6BAD		6BAD	6BAD		6BAD
5107	5339	5339	5339	5339	5339	5339	5339
5108	758B	758B		758B	758B	758B	758B
5109	5514	5514		5514	5514	5514	5514
5110	8B46	8B46		8B46	8B46		8B46
5111	5634	5634		5634	5634	5634	5634
5112	4F19	4F19		4F19	4F19	4F19	4F19
5113	592B	592B	592B	592B	592B	592B	592B
5114	5AFB	5A34		5AFB	5A34	5A34	5A34
5115	5C4D	5C4D		5C4D	5C4D		5C4D
5116	5E8F	5E8F	5E8F	5E8F	5E8F	5E8F	5E8F
5117	8D8A	8D8A	8D8A	8D8A	8D8A	8D8A	8D8A
5118	7728	7728		7728	7728	7728	7728
